id,item,buyout,quantity,time_left,bid
314328531,"{'id': 7918, 'modifiers': [{'type': 28, 'value': 1418}]}",502300,1,VERY_LONG,
314328536,"{'id': 7918, 'modifiers': [{'type': 28, 'value': 1418}]}",502300,1,VERY_LONG,
314328542,"{'id': 7918, 'modifiers': [{'type': 28, 'value': 1418}]}",502300,1,VERY_LONG,
314328553,"{'id': 7918, 'modifiers': [{'type': 28, 'value': 1418}]}",502300,1,VERY_LONG,
314329226,"{'id': 152827, 'context': 13, 'bonus_lists': [1717, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",752300,1,VERY_LONG,
314329548,"{'id': 152827, 'context': 13, 'bonus_lists': [1678, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",752300,1,VERY_LONG,
314329709,"{'id': 152827, 'context': 13, 'bonus_lists': [1705, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",752300,1,VERY_LONG,
314329854,"{'id': 152827, 'context': 13, 'bonus_lists': [1693, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",752300,1,VERY_LONG,
314330106,"{'id': 152827, 'context': 13, 'bonus_lists': [1701, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",752300,1,VERY_LONG,
314330732,"{'id': 152804, 'context': 13, 'bonus_lists': [1710, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",502300,1,VERY_LONG,
314331104,"{'id': 152809, 'context': 13, 'bonus_lists': [1704, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",502300,1,VERY_LONG,
314331449,"{'id': 152809, 'context': 13, 'bonus_lists': [1696, 5804], 'modifiers': [{'type': 28, 'value': 708}]}",502300,1,VERY_LONG,
314332192,"{'id': 1405, 'bonus_lists': [4790], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 6}]}",250000000,1,VERY_LONG,
314334877,"{'id': 106699, 'bonus_lists': [19]}",500400,1,VERY_LONG,
314336822,"{'id': 121262, 'bonus_lists': [6654, 1677], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 618}]}",2501800,1,VERY_LONG,
314340859,"{'id': 116631, 'bonus_lists': [25]}",501100,1,VERY_LONG,
314341525,"{'id': 106735, 'bonus_lists': [62]}",500600,1,VERY_LONG,
314351734,"{'id': 15245, 'context': 42, 'bonus_lists': [1694, 3865], 'modifiers': [{'type': 9, 'value': 21}]}",500300,1,VERY_LONG,
314352396,"{'id': 36679, 'context': 4, 'bonus_lists': [6655, 1678], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1023}]}",504600,1,VERY_LONG,
314352947,"{'id': 121206, 'bonus_lists': [6654, 1709], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 627}]}",1006700,1,VERY_LONG,
314353391,"{'id': 121102, 'bonus_lists': [6654, 1685], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 628}]}",1205300,1,VERY_LONG,
314353992,"{'id': 201953, 'context': 13, 'bonus_lists': [8851, 8852, 9405], 'modifiers': [{'type': 28, 'value': 2164}, {'type': 29, 'value': 40}, {'type': 30, 'value': 49}, {'type': 38, 'value': 8}, {'type': 39, 'value': 47972}, {'type': 40, 'value': 840}, {'type': 41, 'value': 7}, {'type': 42, 'value': 106}]}",5007500,1,VERY_LONG,
314354045,"{'id': 225727, 'context': 6, 'bonus_lists': [6652, 10876, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1599940000,1,VERY_LONG,1519943000.0
314354060,"{'id': 225727, 'context': 5, 'bonus_lists': [40, 10876, 10379, 10355, 10263, 1517, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",679700400,1,VERY_LONG,645715400.0
314354081,"{'id': 225727, 'context': 3, 'bonus_lists': [6652, 10876, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",379940000,1,VERY_LONG,360943000.0
314354100,"{'id': 225722, 'context': 6, 'bonus_lists': [6652, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",3440181200,1,VERY_LONG,3268172100.0
314354121,"{'id': 225722, 'context': 5, 'bonus_lists': [6652, 10379, 10355, 10263, 1517, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1499950000,1,VERY_LONG,1424952500.0
314354135,"{'id': 225722, 'context': 3, 'bonus_lists': [6652, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",599950000,1,VERY_LONG,569952500.0
314354154,"{'id': 164431, 'context': 11, 'modifiers': [{'type': 28, 'value': 645}]}",280368100,1,VERY_LONG,266349700.0
314354167,"{'id': 152413, 'context': 6, 'bonus_lists': [9097], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 2662}]}",248240100,1,VERY_LONG,235828100.0
314354193,"{'id': 225725, 'context': 6, 'bonus_lists': [6652, 10876, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",999694400,1,VERY_LONG,949709700.0
314354210,"{'id': 225723, 'context': 5, 'bonus_lists': [6652, 10877, 10379, 10355, 10263, 1517, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",888830000,1,VERY_LONG,844388500.0
314354228,"{'id': 225723, 'context': 3, 'bonus_lists': [6652, 10876, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",599950000,1,VERY_LONG,569952500.0
314354254,"{'id': 225724, 'context': 5, 'bonus_lists': [6652, 10379, 10355, 10263, 1517, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1381878000,1,VERY_LONG,1312784100.0
314354270,"{'id': 225724, 'context': 6, 'bonus_lists': [6652, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1499940000,1,VERY_LONG,1424943000.0
314354294,"{'id': 82026, 'bonus_lists': [1688]}",1000500,1,VERY_LONG,
314354304,"{'id': 225724, 'context': 3, 'bonus_lists': [6652, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",399950000,1,VERY_LONG,379952500.0
314354322,"{'id': 225728, 'context': 5, 'bonus_lists': [40, 10394, 10393, 10355, 10263, 3265, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1874662100,1,VERY_LONG,1780929000.0
314354337,"{'id': 225728, 'context': 3, 'bonus_lists': [6652, 10395, 10392, 10354, 10271, 3252, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1225160600,1,VERY_LONG,1163902600.0
314354359,"{'id': 147064, 'context': 6, 'bonus_lists': [9093], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 2662}]}",105288500,1,VERY_LONG,100024100.0
314354382,"{'id': 147064, 'context': 5, 'bonus_lists': [9092], 'modifiers': [{'type': 9, 'value': 45}, {'type': 28, 'value': 2662}]}",210576900,1,VERY_LONG,200048100.0
314354414,"{'id': 225744, 'context': 6, 'bonus_lists': [6652, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1599940000,1,VERY_LONG,1519943000.0
314354430,"{'id': 225744, 'context': 3, 'bonus_lists': [6652, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",379940000,1,VERY_LONG,362134400.0
314354444,"{'id': 225720, 'context': 3, 'bonus_lists': [6652, 10877, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",993526200,1,VERY_LONG,943849900.0
314354467,"{'id': 225720, 'context': 6, 'bonus_lists': [6652, 10876, 10380, 10356, 10258, 1530, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",2208256600,1,VERY_LONG,2097843800.0
314354485,"{'id': 225721, 'context': 3, 'bonus_lists': [6652, 10376, 10354, 10271, 1504, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",905618900,1,VERY_LONG,860338000.0
314354513,"{'id': 225721, 'context': 5, 'bonus_lists': [6652, 10379, 10355, 10263, 1517, 10255], 'modifiers': [{'type': 28, 'value': 2462}]}",1048252700,1,VERY_LONG,995840100.0
314354533,"{'id': 190933, 'context': 11, 'modifiers': [{'type': 28, 'value': 2060}]}",122614000,1,VERY_LONG,116483300.0
314354556,"{'id': 164433, 'context': 11, 'modifiers': [{'type': 28, 'value': 289}]}",42836900,1,VERY_LONG,40695100.0
314354709,"{'id': 121211, 'bonus_lists': [1812, 1706], 'modifiers': [{'type': 9, 'value': 45}]}",501000,1,VERY_LONG,
314355336,"{'id': 159158, 'bonus_lists': [6654, 1709], 'modifiers': [{'type': 9, 'value': 29}, {'type': 28, 'value': 500}]}",757500,1,VERY_LONG,
314355804,"{'id': 9756, 'context': 42, 'bonus_lists': [1677, 3836], 'modifiers': [{'type': 9, 'value': 21}]}",500200,1,VERY_LONG,
314357022,"{'id': 82081, 'context': 36, 'bonus_lists': [1707, 4765], 'modifiers': [{'type': 9, 'value': 35}]}",500600,1,VERY_LONG,
314358306,"{'id': 159511, 'bonus_lists': [6655, 1709], 'modifiers': [{'type': 9, 'value': 24}, {'type': 28, 'value': 500}]}",5006000,1,VERY_LONG,
314358818,"{'id': 159174, 'bonus_lists': [6654, 1711], 'modifiers': [{'type': 9, 'value': 28}, {'type': 28, 'value': 500}]}",755800,1,VERY_LONG,
314359160,"{'id': 106534, 'bonus_lists': [96]}",500300,1,VERY_LONG,
314359547,"{'id': 116722, 'bonus_lists': [217, 517]}",500500,1,VERY_LONG,
314380798,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 29404}], 'pet_breed_id': 7, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 1351}",50000000,1,VERY_LONG,
314381921,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 118221}], 'pet_breed_id': 12, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 4536}",20000000,1,VERY_LONG,
314382373,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 90142}], 'pet_breed_id': 9, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 2550}",50000000,1,VERY_LONG,
314383411,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 119742}], 'pet_breed_id': 10, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 4470}",11000000,1,VERY_LONG,
314384286,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 71827}], 'pet_breed_id': 14, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1921}",11000000,1,VERY_LONG,
314384727,"{'id': 163575, 'modifiers': [{'type': 28, 'value': 872}]}",1999990000,1,VERY_LONG,
314385390,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 120539}], 'pet_breed_id': 12, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 4599}",50000000,1,VERY_LONG,
314386032,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 87871}], 'pet_breed_id': 9, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 2434}",77000000,1,VERY_LONG,
314386489,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 107812}], 'pet_breed_id': 3, 'pet_level': 25, 'pet_quality_id': 3, 'pet_species_id': 3359}",200000000,1,VERY_LONG,
314387352,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 78989}], 'pet_breed_id': 8, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2077}",250000000,1,VERY_LONG,
314387943,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 5187}], 'pet_breed_id': 4, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 2545}",55000000,1,VERY_LONG,
314388319,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 73699}], 'pet_breed_id': 10, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1964}",100000,1,VERY_LONG,
314389098,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 99917}], 'pet_breed_id': 15, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 3008}",20000000,1,VERY_LONG,
314389527,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 19600}], 'pet_breed_id': 20, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 136}",1000000,1,VERY_LONG,
314389969,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 99018}], 'pet_breed_id': 7, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2798}",20000000,1,VERY_LONG,
314390455,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 99883}], 'pet_breed_id': 18, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2922}",10000100,1,VERY_LONG,
314390891,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 89609}], 'pet_breed_id': 5, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 2525}",2000000,1,VERY_LONG,
314391254,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 99900}], 'pet_breed_id': 18, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2909}",20000000,1,VERY_LONG,
314392344,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 101289}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 3121}",12500000,1,VERY_LONG,
314398374,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 58825}], 'pet_breed_id': 20, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 1471}",31736900,1,VERY_LONG,30150100.0
314398449,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 28216}], 'pet_breed_id': 11, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 198}",44417900,1,VERY_LONG,42197000.0
314426069,"{'id': 234387, 'modifiers': [{'type': 28, 'value': 2992}]}",8000000,1,VERY_LONG,
314436401,"{'id': 234387, 'modifiers': [{'type': 28, 'value': 2992}]}",8000000,1,VERY_LONG,
314436514,"{'id': 234416, 'modifiers': [{'type': 28, 'value': 2992}]}",12000000,1,VERY_LONG,
314436619,"{'id': 234386, 'modifiers': [{'type': 28, 'value': 2992}]}",8189900,1,VERY_LONG,
314442744,"{'id': 234419, 'modifiers': [{'type': 28, 'value': 2992}]}",4899900,1,VERY_LONG,
314442766,"{'id': 234419, 'modifiers': [{'type': 28, 'value': 2992}]}",4899900,1,VERY_LONG,
314443488,"{'id': 55881, 'context': 22, 'modifiers': [{'type': 28, 'value': 441}]}",5550500,1,VERY_LONG,
314465620,"{'id': 15247, 'context': 3, 'bonus_lists': [6655, 1694], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1007}]}",2119400,1,SHORT,
314465726,"{'id': 15247, 'context': 3, 'bonus_lists': [6655, 1679], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1007}]}",2119400,1,SHORT,
314465857,"{'id': 13083, 'context': 3, 'bonus_lists': [6659], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1007}]}",30000000,1,SHORT,
314465940,"{'id': 14296, 'bonus_lists': [6654, 1693], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 36}]}",25960100,1,SHORT,
314466083,"{'id': 14335, 'context': 14, 'bonus_lists': [6654, 1705], 'modifiers': [{'type': 9, 'value': 70}, {'type': 28, 'value': 1713}]}",750000,1,SHORT,
314466201,"{'id': 14335, 'context': 14, 'bonus_lists': [6654, 1694], 'modifiers': [{'type': 9, 'value': 70}, {'type': 28, 'value': 1713}]}",750000,1,SHORT,
314466297,"{'id': 14811, 'context': 3, 'bonus_lists': [6654], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1007}]}",18706000,1,SHORT,
314466450,"{'id': 14966, 'context': 14, 'bonus_lists': [6654, 1708], 'modifiers': [{'type': 9, 'value': 70}, {'type': 28, 'value': 1713}]}",200004600,1,SHORT,
314466571,"{'id': 15115, 'context': 14, 'bonus_lists': [6654, 1679], 'modifiers': [{'type': 9, 'value': 70}, {'type': 28, 'value': 1713}]}",5000000,1,SHORT,
314466663,"{'id': 15426, 'bonus_lists': [6654, 1693], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 36}]}",2000000,1,SHORT,
314466785,"{'id': 15652, 'bonus_lists': [6654, 1693], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 36}]}",9999800,1,SHORT,
314466894,"{'id': 206513, 'context': 5}",1999999900,1,SHORT,
314467125,"{'id': 224637, 'context': 25, 'bonus_lists': [10289, 42, 1678, 10844, 1485], 'modifiers': [{'type': 28, 'value': 2462}]}",8512600,1,SHORT,
314467259,"{'id': 3075, 'context': 14, 'bonus_lists': [6660], 'modifiers': [{'type': 9, 'value': 70}, {'type': 28, 'value': 1713}]}",1355283100,1,SHORT,
314467864,"{'id': 13521, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",100005100,1,SHORT,
314467998,"{'id': 16254, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",11001600,1,SHORT,
314468023,"{'id': 16254, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",11001600,1,SHORT,
314468044,"{'id': 16254, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",11001600,1,SHORT,
314468070,"{'id': 16254, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",11001600,1,SHORT,
314468184,"{'id': 16255, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",1328200,1,SHORT,
314468455,{'id': 206548},411335700,1,SHORT,
314468609,{'id': 206551},100005100,1,SHORT,
314468735,{'id': 206552},100005100,1,SHORT,
314468886,{'id': 206559},350000000,1,SHORT,
314469075,"{'id': 21945, 'context': 1, 'modifiers': [{'type': 28, 'value': 212}]}",2900,1,SHORT,
314469265,{'id': 71635},5264800,1,SHORT,
314469371,{'id': 71636},3330100,1,SHORT,
314469387,{'id': 71636},3330100,1,SHORT,
314469494,{'id': 71637},2999900,1,SHORT,
314469508,{'id': 71637},2999900,1,SHORT,
314469608,{'id': 71638},3500000,1,SHORT,
314469753,{'id': 71715},29990000,1,SHORT,
314469879,{'id': 71716},8999900,1,SHORT,
314469906,{'id': 71716},8999900,1,SHORT,
314470002,{'id': 71951},29990000,1,SHORT,
314470017,{'id': 71951},29990000,1,SHORT,
314470039,{'id': 71951},29990000,1,SHORT,
314470132,{'id': 71952},1980000,1,SHORT,
314470152,{'id': 71952},1980000,1,SHORT,
314470290,{'id': 93228},10000000100,1,SHORT,
314470509,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 86231}], 'pet_breed_id': 3, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2192}",140000100,1,VERY_LONG,
314470555,{'id': 206604},3890000000,1,SHORT,
314471313,{'id': 206605},3153481600,1,SHORT,
314471464,{'id': 206606},3890000000,1,SHORT,
314487397,"{'id': 228422, 'context': 14, 'modifiers': [{'type': 28, 'value': 2838}]}",85000000,1,SHORT,
314488137,"{'id': 225458, 'context': 11, 'modifiers': [{'type': 28, 'value': 2896}]}",35005100,1,VERY_LONG,
314488534,"{'id': 225448, 'context': 52, 'modifiers': [{'type': 28, 'value': 2896}]}",35005100,1,VERY_LONG,
314488997,"{'id': 225469, 'modifiers': [{'type': 28, 'value': 982}]}",35990000,1,VERY_LONG,
314489530,"{'id': 225463, 'modifiers': [{'type': 28, 'value': 982}]}",35000000,1,VERY_LONG,
314491478,"{'id': 2598, 'modifiers': [{'type': 28, 'value': 1477}]}",104300,1,SHORT,
314491502,"{'id': 2889, 'context': 11, 'modifiers': [{'type': 28, 'value': 74}]}",10142200,1,SHORT,
314491901,"{'id': 6555, 'modifiers': [{'type': 28, 'value': 9}]}",2199000,1,SHORT,
314491966,"{'id': 2265, 'bonus_lists': [4790], 'modifiers': [{'type': 9, 'value': 17}, {'type': 28, 'value': 9}]}",1199980000,1,SHORT,
314492052,"{'id': 14407, 'bonus_lists': [6654], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 22}]}",94008600,1,VERY_LONG,
314492065,"{'id': 9294, 'modifiers': [{'type': 28, 'value': 1477}]}",131700,1,SHORT,
314492164,"{'id': 2266, 'bonus_lists': [4790], 'modifiers': [{'type': 9, 'value': 17}, {'type': 28, 'value': 9}]}",1199980000,1,SHORT,
314492598,"{'id': 78192, 'context': 14, 'modifiers': [{'type': 28, 'value': 402}]}",320000100,1,VERY_LONG,
314493654,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 114050}], 'pet_breed_id': 14, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 4473}",75400100,1,VERY_LONG,
314497857,"{'id': 194059, 'context': 13, 'modifiers': [{'type': 28, 'value': 2164}, {'type': 39, 'value': 47294}, {'type': 40, 'value': 478}, {'type': 42, 'value': 232}]}",55542600,1,VERY_LONG,
314498247,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 5207}], 'pet_breed_id': 21, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 50}",280000,1,VERY_LONG,
314499218,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 46810}], 'pet_breed_id': 3, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1125}",103006600,1,VERY_LONG,
314501652,"{'id': 31289, 'bonus_lists': [6659], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 42}]}",333332400,1,SHORT,
314506630,{'id': 225752},6000100,1,SHORT,
314510475,"{'id': 56218, 'context': 2, 'bonus_lists': [10294, 10388, 6652, 10375, 12045, 10010, 10254], 'modifiers': [{'type': 28, 'value': 2462}]}",25000000,1,SHORT,
314512350,"{'id': 224612, 'context': 27, 'bonus_lists': [10287, 6652, 1703, 10844, 1491], 'modifiers': [{'type': 28, 'value': 2462}]}",25000000,1,SHORT,
314514276,"{'id': 224618, 'context': 25, 'bonus_lists': [10289, 6652, 1701, 10844, 1485], 'modifiers': [{'type': 28, 'value': 2462}]}",8000000,1,SHORT,
314515037,"{'id': 10400, 'context': 22, 'bonus_lists': [6710], 'modifiers': [{'type': 9, 'value': 75}, {'type': 28, 'value': 2872}]}",200000000,1,SHORT,
314516417,"{'id': 224622, 'context': 26, 'bonus_lists': [10288, 6652, 10397, 1706, 10844, 1488], 'modifiers': [{'type': 28, 'value': 2462}]}",4000000,1,SHORT,
314525996,"{'id': 158924, 'context': 11, 'modifiers': [{'type': 28, 'value': 464}]}",200,1,SHORT,
314526086,"{'id': 21308, 'context': 11, 'modifiers': [{'type': 28, 'value': 373}]}",22200,1,SHORT,
314526170,"{'id': 21308, 'context': 11, 'modifiers': [{'type': 28, 'value': 373}]}",22200,1,SHORT,
314526221,"{'id': 82800, 'pet_breed_id': 6, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 89}",250000,1,SHORT,
314526300,"{'id': 82800, 'pet_breed_id': 6, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 89}",250000,1,SHORT,
314526370,"{'id': 82800, 'pet_breed_id': 6, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 89}",250000,1,SHORT,
314526452,"{'id': 110294, 'context': 1}",107800,1,SHORT,
314526524,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 47931}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1478}",96820600,1,SHORT,
314526621,"{'id': 21309, 'context': 11, 'modifiers': [{'type': 28, 'value': 373}]}",11000,1,SHORT,
314526709,"{'id': 21309, 'context': 11, 'modifiers': [{'type': 28, 'value': 373}]}",11000,1,SHORT,
314526790,"{'id': 118197, 'context': 2, 'modifiers': [{'type': 28, 'value': 2218}]}",3300000,1,SHORT,
314526877,"{'id': 118331, 'context': 2, 'modifiers': [{'type': 28, 'value': 2218}]}",3300000,1,SHORT,
314526952,"{'id': 34498, 'context': 11, 'modifiers': [{'type': 28, 'value': 296}]}",3000,1,SHORT,
314527022,"{'id': 34498, 'context': 11, 'modifiers': [{'type': 28, 'value': 296}]}",3000,1,SHORT,
314527093,"{'id': 34498, 'context': 11, 'modifiers': [{'type': 28, 'value': 2589}]}",3000,1,SHORT,
314527161,{'id': 135479},86910200,1,SHORT,
314527228,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 22776}], 'pet_breed_id': 3, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 191}",12300,1,SHORT,
314527284,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 22776}], 'pet_breed_id': 3, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 191}",12300,1,SHORT,
314527331,"{'id': 110293, 'context': 1}",21600,1,SHORT,
314527393,"{'id': 13494, 'context': 1, 'modifiers': [{'type': 28, 'value': 205}]}",106200,1,SHORT,
314527447,"{'id': 13494, 'context': 1, 'modifiers': [{'type': 28, 'value': 205}]}",106200,1,SHORT,
314527505,"{'id': 13494, 'context': 1, 'modifiers': [{'type': 28, 'value': 205}]}",106200,1,SHORT,
314527631,"{'id': 142401, 'context': 11, 'modifiers': [{'type': 28, 'value': 347}]}",15900,1,SHORT,
314527684,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 15663}], 'pet_breed_id': 13, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 120}",20000,1,SHORT,
314527761,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 15663}], 'pet_breed_id': 13, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 120}",20000,1,SHORT,
314527887,"{'id': 17725, 'context': 11, 'modifiers': [{'type': 28, 'value': 420}]}",6500,1,SHORT,
314527976,"{'id': 110289, 'context': 1}",105100,1,SHORT,
314528044,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 65130}], 'pet_breed_id': 21, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 1727}",812800,1,SHORT,
314528129,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 27718}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 90}",93800,1,SHORT,
314528197,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 27718}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 90}",93800,1,SHORT,
314528282,"{'id': 82800, 'modifiers': [{'type': 6, 'value': 27718}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 90}",93800,1,SHORT,
314528416,"{'id': 110274, 'context': 1}",24900,1,SHORT,
314551173,"{'id': 6663, 'modifiers': [{'type': 28, 'value': 3}]}",25000300,1,SHORT,
314553473,"{'id': 223085, 'context': 9, 'modifiers': [{'type': 28, 'value': 2879}]}",500000,1,VERY_LONG,
314567328,"{'id': 3889, 'context': 14, 'modifiers': [{'type': 28, 'value': 866}]}",3384100,1,VERY_LONG,
314567799,"{'id': 224435, 'context': 3}",500000000,1,MEDIUM,
314567847,"{'id': 223040, 'context': 11, 'modifiers': [{'type': 28, 'value': 2838}]}",400000000,1,MEDIUM,
314567939,"{'id': 39205, 'modifiers': [{'type': 28, 'value': 869}]}",2550100,1,VERY_LONG,
314573028,"{'id': 234386, 'modifiers': [{'type': 28, 'value': 2992}]}",9909900,1,VERY_LONG,
314577211,"{'id': 224593, 'context': 27, 'bonus_lists': [11944, 6652, 10394, 10393, 1745, 10844, 1530, 10254], 'modifiers': [{'type': 28, 'value': 2462}]}",450000000,1,MEDIUM,
314577331,"{'id': 224593, 'context': 27, 'bonus_lists': [11944, 6652, 10395, 10392, 1773, 10844, 1530, 10254], 'modifiers': [{'type': 28, 'value': 2462}]}",450000000,1,MEDIUM,
314577460,"{'id': 224630, 'context': 27, 'bonus_lists': [11944, 6652, 1693, 10844, 1530, 10254], 'modifiers': [{'type': 28, 'value': 2462}]}",80000000,1,MEDIUM,
